,dec,ra,psi,phase,redshift,mass_1,mass_2,geocent_time,luminosity_distance,theta_jn
15037,0.670652802,3.511312277,0.959180189,3.076210148,4.609815559,8.238491471,9.529824817,1111319687,43310.14607,2.242208177
29038,-0.129346989,3.598238051,0.521298503,4.80124747,0.426683838,10.80598691,7.48997803,1128401759,2368.163741,0.748134702
32167,0.181778477,4.388040889,0.607767664,0.769654942,1.826791938,15.44248783,10.38942349,1134296034,14151.52539,0.118084126
47653,-0.701953272,5.049383573,4.458275278,0.849729808,2.231576333,5.159423933,11.51200828,1134647488,18096.40557,1.223043456
57948,1.306264584,0.006719722,5.379906202,4.92659817,3.013307423,5.820294727,13.06542437,1117701064,26069.104,1.334094127
88193,-1.014105612,0.961855568,0.817832015,3.430862332,0.912722824,20.00755666,5.455376779,1134097302,5983.72553,1.903306711
5544,0.372781602,0.762519357,5.918744341,4.779642317,3.02072401,5.760514315,36.73624681,1131563660,26146.55323,2.58878273
6136,-0.63028492,1.477738817,4.699359921,1.044439336,1.300325123,6.231281627,12.86186326,1131782674,9288.35675,2.602203666
84104,-0.318003626,1.799044825,3.326189753,4.044692447,5.682952141,35.47531644,6.525067795,1110313654,55383.24912,2.14340362
95777,0.540544239,6.104943618,1.679217434,6.063799536,3.198532161,13.56672406,9.507586591,1135512690,28012.10647,1.758806008
74868,-0.425817943,5.314188722,4.871930386,5.303768688,1.845342055,28.67481687,18.92957401,1124064211,14328.89671,1.278542595
48548,0.588977689,1.586017395,2.508082582,1.059749158,1.123227294,20.04254738,5.41423356,1115362021,7742.8797,1.976639229
44671,0.400883337,4.892127478,2.177735836,3.806562684,0.477104844,5.193597498,23.7960346,1126388886,2706.32767,0.630712065
28199,0.930147158,2.740279959,1.293636745,3.885389993,1.321251899,34.7814566,21.91858223,1117133786,9474.435046,2.515196771
86867,0.113460402,3.876671131,2.016129025,1.055138977,1.051155576,48.73596162,14.54641293,1111692204,7130.262984,1.628977726
41536,-0.859725826,2.118387958,3.584530475,1.188389599,0.451433691,5.328334377,29.36232412,1112916664,2532.88175,1.660903812
39148,0.063439112,2.003966526,3.574309825,4.486531922,4.711184219,8.573449286,27.73846461,1114174651,44436.65203,1.301093906
44104,0.490925712,1.053835467,1.499649886,3.340333182,7.429267735,5.258564216,8.084310338,1123641752,75594.28983,1.939612881
33557,-0.350820224,2.008120553,5.297779483,3.379771785,0.853941332,21.35757867,13.21114957,1112399683,5510.067299,2.351526979
32074,0.778226821,6.04262881,1.821664574,2.441774877,2.975947572,35.30198018,13.59923686,1132609613,25679.42505,0.236062255
82896,-0.101435433,2.554743996,6.231750726,2.327428006,1.484820207,36.51541464,5.637511595,1120862966,10951.43422,1.53197487
31877,0.035243724,4.467762617,1.511687388,5.428638157,0.961106889,5.876189167,56.91258707,1114686128,6379.688499,1.405781694
65501,0.459756478,0.57730967,0.756612081,1.465524125,3.695652101,21.08598278,8.763902897,1129621256,33309.34462,1.369412195
91452,-0.663862144,1.56601787,2.62396528,0.521726525,3.104194862,5.882250932,19.77806188,1110190405,27020.25815,0.465327149
98460,0.731659472,6.044492012,1.123841456,3.122025778,3.601458236,9.709737199,13.89276004,1130109913,32297.08142,2.880932092
90933,-0.649349207,4.596212235,4.28747226,4.72000119,3.392820622,30.78783109,32.9755464,1104147446,30068.81653,0.967318674
15782,0.068100301,3.78840256,6.022127176,1.602628525,0.536541546,8.744705011,11.98813178,1120238791,3117.613624,1.224094683
44859,-0.454750647,4.766998563,2.978227239,0.367919962,1.661255988,15.14981126,6.495257775,1121690717,12585.19541,1.003484141
59591,-1.0325389,0.831906593,3.538100617,4.673734591,1.474980207,18.46903908,7.076155151,1118995121,10861.5047,1.383307519
81565,-0.209929214,0.020755175,3.594290004,2.000754465,2.070450155,16.71162727,6.954724197,1131329030,16508.32729,0.762013183
86494,0.562256109,5.412372329,1.32003517,1.142051725,0.954748686,12.45782989,8.752990759,1120436501,6327.352193,2.362241171
41126,0.157565239,1.447122749,2.634440011,3.931114359,2.504644982,5.090697794,6.885731942,1127216124,20834.74129,0.836572706
87234,0.68351946,2.531626484,4.151197391,3.637929458,1.867858584,6.657725785,8.371138647,1112222120,14544.66995,2.857277479
22527,-0.954254791,3.57707352,2.619043587,4.737321151,4.48698691,10.17879453,9.83911178,1120699777,41949.48295,2.686263974
7636,-0.234745006,5.306329069,4.782921194,3.903264336,0.921097499,8.233187605,13.7857191,1133888035,6051.877983,2.295356999
45134,-1.395297233,2.222620576,3.091902722,0.635387002,1.923330496,6.642192751,6.956121529,1112784996,15078.42998,1.751511692
83713,0.411155127,1.451345832,1.554710404,3.660744414,1.46673752,37.71817249,46.57280398,1133640554,10786.275,0.776173037
5205,-0.502783833,1.680394615,5.877343385,0.558569568,1.97290456,8.31144806,8.671229083,1132208942,15557.98925,1.797102023
3561,0.011044225,4.821809957,5.351392207,1.537272743,1.4406075,38.48238678,15.44356251,1130139352,10548.41067,0.745080847
41383,-0.188661139,3.639626102,4.651776789,2.446108744,1.728701148,9.334826199,8.949469073,1131756235,13219.69431,0.377469155
4216,1.221367922,0.33306322,0.987569136,3.541594128,1.156167397,6.60087271,10.05834258,1122831211,8026.166599,1.402218193
67472,-0.139280599,0.885017322,2.913579229,1.724893182,1.201540803,19.14507688,21.38570349,1122368250,8419.599841,1.766242456
40214,0.122632445,0.517103671,5.981263732,0.617334747,2.205552048,14.20496817,9.384408391,1123559668,17838.43465,2.156513392
47103,0.44387967,3.13271568,3.801117872,5.864454817,3.358193432,16.87878126,25.54365567,1117253419,29700.92477,1.45214868
74249,1.183578535,2.717062245,2.183225987,2.269645433,1.160628127,6.422707308,49.58546371,1120840038,8064.682303,1.222282207
88270,-0.328073709,3.342633662,0.331091784,0.095193393,1.445637624,17.20025173,10.41625122,1106160652,10594.12651,1.307265658
92248,-0.619730316,3.86169004,4.359920498,4.541665596,3.578738829,43.47123776,5.507663132,1125832092,32053.49545,1.450536678
35875,0.079094994,1.922786652,0.746140187,4.081192471,4.533904584,5.238359774,27.75470213,1124359621,42468.65535,1.399300092
18246,-0.555784442,4.607192053,1.413161195,5.531616793,1.56915378,17.1008597,5.130239569,1128582092,11727.44255,2.108878274
7273,-0.043117116,0.326448616,0.500584341,4.521844074,1.041942302,24.5838487,13.13265731,1106149078,7052.68985,1.276313381
31357,-0.364052806,0.792857017,5.687664834,4.521991465,2.607048445,5.532445477,29.9116217,1135138107,21875.42986,1.905974838
68863,-0.38282954,5.614670326,3.179952947,5.987888832,1.617929738,6.131263405,10.23803829,1112233405,12180.40751,1.527243267
55590,-0.84910609,0.155707984,0.407273764,1.74321059,2.496489914,6.457489187,5.069711986,1112729872,20752.17261,2.247600382
94960,-0.495377555,6.117296065,3.94098834,5.901543391,1.377389031,9.180054885,5.24884861,1105767643,9976.936267,2.683336795
52105,0.379146621,0.626494416,1.149626794,1.412566925,1.187225787,28.55200504,49.73461371,1113220397,8295.079688,1.23048319
66107,0.88694487,5.64665136,1.233892464,2.858776077,4.050435999,12.46826588,16.55068206,1124122243,37154.44702,2.154191663
69661,-0.401347721,1.57710852,2.910291553,5.014304356,0.927249257,7.954381597,24.47795877,1110409681,6102.044108,0.788949642
87656,-0.282054678,5.932058681,5.547997325,1.598028214,1.67766015,12.10644175,5.230157599,1113812539,12739.03687,1.371550255
80509,-1.527567946,0.532048026,2.409794526,6.043532356,1.234532586,55.99938969,32.85015721,1110013747,8707.931944,1.869727358
63342,-1.478727745,3.35739006,6.098634956,4.97822116,1.392596458,18.27884463,6.582592966,1116440455,10113.8771,2.117319115
89930,-0.051782614,2.61142213,3.269090537,5.089003463,3.109868258,28.64308824,46.98183206,1105562128,27079.77703,1.806750055
66956,1.083777221,2.589918083,1.187174256,0.089040701,4.033617522,47.84309151,21.3247374,1114241113,36971.07034,1.346933485
25325,-0.314926305,2.148210671,0.212027929,3.773212545,1.686680915,6.246179404,5.150533768,1114477156,12823.769,2.176503744
1289,-0.965657773,0.311148187,0.345026555,4.016751364,1.059657709,8.486822842,22.1604216,1131402386,7202.000677,1.820513038
21044,0.151093083,1.409037429,5.039597034,2.806466533,1.24754593,5.023580671,17.97119236,1127782260,8822.170617,1.055481625
44432,-0.900418499,1.020386752,0.300975529,2.48694453,2.144776619,14.613196,5.239423191,1104342894,17238.16266,1.703377188
23162,-0.458326489,5.549925562,0.553323395,0.215252154,1.457248633,5.598141774,8.26586174,1115819990,10699.78707,2.72478421
10198,-0.390871414,4.449596101,0.357131292,1.01699803,0.853731911,12.11485196,9.983161742,1117000413,5508.394878,1.15063169
9515,-0.233030924,3.637141524,6.030645432,1.64741284,2.360229057,14.1214435,12.59536736,1109669090,19379.57824,0.929242986
3283,-1.295021507,3.590942305,6.073994853,6.196220774,1.887423471,8.381379382,21.03930691,1112660792,14732.57606,1.15203357
16323,0.514360868,1.185390308,1.98127002,4.351800147,1.990376,11.21112625,25.2766838,1117370279,15727.55895,0.680971229
69492,-1.206615817,3.599441611,4.430403574,3.781654198,2.31706635,35.23476755,21.02712938,1106315074,18947.64667,2.10431023
4875,-0.53626628,4.134586245,3.773773504,2.829812632,1.635558753,13.71042066,7.024969766,1104586527,12344.84019,1.986218641
3066,-0.632013121,3.728616986,3.703416466,6.204437583,2.101947702,12.5956115,34.77692309,1112581708,16817.02489,2.154798918
14439,-0.47570233,0.652018422,4.706182723,1.826799859,1.198983711,20.58863005,6.368387803,1129480563,8397.330484,0.704225892
92655,-0.074837163,1.053640677,3.690055942,1.489038754,2.096859878,9.673975322,17.01637509,1130584876,16767.10168,1.260448563
8326,-0.383415678,0.440263864,0.479445331,2.831093906,1.233371697,33.88438604,9.391581792,1122192764,8697.754824,0.80203913
64313,0.303738806,1.859220661,4.931969486,1.84826827,1.008288259,51.13982978,41.92232077,1111510926,6770.815878,1.882656136
69199,1.072822074,2.749646468,1.06994165,4.388857626,1.41892638,5.828044383,21.49535342,1116923182,10351.77236,2.545162095
40533,0.999413014,4.542483488,1.572594974,4.119474059,1.559344714,21.67666725,55.24810426,1113022703,11636.70891,0.359355268
87584,-0.240166918,4.219432917,1.467958515,2.329791732,1.792379948,10.92279854,7.940970407,1122267406,13823.44209,1.589303957
48195,-0.25844717,1.314301537,0.202290711,1.151746524,1.453642438,45.95596631,38.3647513,1134706202,10666.9505,1.567296939
75590,-1.287106212,6.212668088,4.096899131,6.196566237,1.074820156,11.4000584,49.58631883,1105342158,7330.293965,1.05762881
88997,1.160253861,0.568899826,6.140146359,2.116156275,0.893955934,6.970706772,14.35676752,1127974477,5831.599762,1.337308048
36835,0.999487102,0.108415135,4.007049534,0.206192998,4.21971415,5.360468648,11.99202025,1105005455,39005.8927,1.069861346
94658,-1.223065461,5.134336164,0.779110173,4.224956504,2.780848748,17.5424553,32.87822705,1132068817,23657.35518,1.782846089
21377,0.135305941,4.327338819,6.142268049,2.603052194,2.158592689,28.12094246,25.80932407,1120265044,17374.35084,1.771516326
50382,0.084158494,5.096270669,3.321170194,0.887974884,1.489385484,6.229461618,59.91187357,1127405233,10993.20168,2.65356299
99795,0.114778003,4.166527891,3.472900695,5.238347624,2.189818821,12.47257479,7.62780474,1127327181,17682.74456,1.018255042
40132,0.948122343,2.135973715,2.887129553,3.835965363,3.459376929,5.452862459,5.645038416,1119064939,30777.50459,1.298338685
16699,-0.070735856,6.136018689,4.37378748,4.068930774,0.973774134,13.42313556,49.81626866,1106770082,6484.223295,1.037901825
95677,0.198182164,3.389876664,5.205774175,1.603791191,0.832442919,18.04573431,5.875751138,1115560805,5338.957613,1.926293288
47281,-0.735369997,4.262526102,3.523887184,3.064126711,3.574280747,14.653085,12.89737076,1110994513,32005.72455,2.132255254
55690,0.207011717,1.729348942,3.609658948,4.944686741,1.212419451,6.650060043,47.05493061,1127302617,8514.467378,0.843905998
83883,-0.98980193,2.317904785,2.602528716,0.466297756,1.864300593,7.520571017,5.865276298,1129043518,14510.53971,2.314605377
99740,-0.21857586,4.869035114,4.560688765,4.31561583,1.068922756,6.793966495,5.266826806,1115558858,7280.340318,0.255263133
51748,0.463583161,0.224284359,1.283804311,0.285621036,2.26997135,10.78331895,8.182071234,1134517150,18477.9997,1.531976497
15472,0.053198843,4.558785257,3.894668954,1.303105498,0.802080544,11.71725728,30.94588082,1121911939,5099.316515,2.385868743
57908,0.080523988,2.450084364,2.840556202,5.902367235,1.98241597,7.184195831,34.58698111,1109263865,15650.26698,1.806574782
94013,-0.342142358,2.706191983,4.804156335,5.538604647,1.514922106,25.73731929,7.775157444,1104669288,11227.35022,1.790684107
75036,0.607710805,0.151759782,0.576163565,4.488356047,1.080677594,10.9738676,12.63907855,1124396305,7379.977008,1.881948217
67361,-0.532809316,2.8132145,3.937036393,1.212096946,0.820015718,17.24228946,14.50906889,1125360209,5240.584106,0.616778616
46238,0.650546114,1.06710663,3.508826278,3.010878575,0.990876175,54.01031182,7.217426425,1111200732,6625.912187,1.937858572
85034,-0.402193794,4.728043482,3.061422151,3.860243333,1.184222531,10.3242689,34.7611097,1126137894,8269.001389,0.649267722
23245,0.248062469,5.985219984,4.64028176,0.148575393,1.532047418,14.19706396,11.6784261,1129379515,11384.858,2.094178408
53962,-1.439451926,5.213993026,2.869422824,3.169131363,3.666007683,17.8985123,31.83292754,1111069679,32990.36156,0.39898744
9877,-0.997735363,4.618534918,1.821188436,0.701946129,2.274522183,5.864011699,48.37630529,1132136298,18523.30643,1.44582724
53733,-1.215371809,5.133573668,3.866456279,0.389529638,0.438373543,18.09249564,19.52100459,1108109934,2445.651288,1.997327377
21581,-0.545007718,4.223920958,1.032271104,0.602196838,4.167919665,14.58057361,7.518804961,1109593331,38438.30459,2.166512619
51217,0.123193711,0.873635816,2.377667832,5.950660388,0.906420232,17.07433582,47.36572482,1111267091,5932.543591,2.47158633
28641,0.159755691,3.339332108,1.379723953,2.403719614,1.051469395,25.8896041,13.03294309,1104238356,7132.908276,1.717713922
39912,-0.780833191,6.273774266,0.190581824,3.95485435,1.85402034,6.205742067,28.68084217,1128091319,14411.99824,2.47533587
1735,-0.41819197,3.622658318,5.037777463,2.643470473,0.856442606,9.710422654,7.126144048,1131227087,5530.050781,1.426128092
25458,-0.93178887,2.471117304,0.439297895,2.799958804,4.281450062,14.09798672,20.38081905,1123121634,39683.65631,1.694700008
54364,-0.297138287,2.04158457,3.909826194,3.792195228,3.663009863,19.63300175,8.830331549,1132859711,32958.12472,0.792388512
955,0.108955493,1.180856628,2.122742685,3.337415868,2.963310344,35.17473676,10.27358942,1122348390,25547.78824,2.026508746
39766,0.750117738,0.005083358,5.359531585,2.387778597,4.659411634,53.70514388,5.055256305,1119477344,43860.90843,1.043184058
92067,0.902339454,0.906299222,0.546808023,0.987210089,1.737835403,5.690334389,6.042143962,1133508752,13306.02335,1.633063683
23772,0.483370921,2.290657568,2.05122534,0.429503086,1.639918863,33.9135861,5.99372148,1123091447,12385.56639,2.351029454
66990,-1.069208726,1.214617923,5.580357484,5.530071606,1.886311038,8.1113186,6.945905458,1127624638,14721.88165,1.285426273
86341,-0.006944112,4.577056938,0.845715508,1.056046656,2.247540486,9.061168958,28.19608378,1117792388,18254.92447,0.561467005
25050,-0.13617933,0.584539579,3.377449944,3.569358697,1.925328209,5.37261889,17.41528021,1125163581,15097.70911,1.102219404
43072,0.985680453,4.943083684,3.30046446,4.371718402,0.944749378,6.178069805,40.05459173,1122314516,6245.227809,1.783018454
44959,0.279165321,1.003280497,4.209662933,3.297514201,1.657053651,9.251768756,29.86205555,1134482526,12545.8359,1.621175267
62743,-0.301133524,3.960926418,3.507619046,1.977132401,3.1047174,14.67325592,36.32424191,1130824791,27025.73933,1.281766872
48041,-0.176645979,0.574149702,1.416398523,5.461422597,0.445043803,20.47410903,19.2922467,1133718824,2490.116637,2.744149337
83932,-0.375096051,5.526655362,3.167831644,3.629662741,3.205022667,52.57601688,49.67383941,1132813779,28080.51409,1.919240266
80789,-0.573885714,3.007916306,0.823406944,0.557390011,2.757465741,12.44216599,44.02742387,1123705949,23416.51518,2.151000993
53413,0.699386479,2.053521623,5.016974817,2.361229985,1.396232554,24.23924244,14.07541557,1128792791,10146.66997,2.135064157
86951,0.994857419,5.689991433,5.028525195,3.798701502,1.270506741,46.53227817,5.013396251,1129367189,9024.420409,1.741775553
54363,-0.0487771,4.937255248,5.253423657,6.282223768,1.352168399,8.86224729,5.691178981,1130057062,9750.586212,2.248607925
86617,1.004754307,0.485941152,4.91498427,0.273532752,1.787975504,10.5373794,58.92826031,1129019249,13781.54101,1.754234549
58190,-1.205569038,4.813587272,3.424402642,1.830849102,2.125404027,8.969258585,6.994373663,1132974409,17047.476,1.578693212
59206,-0.118623544,5.655947067,4.944015411,2.203417213,1.322626145,19.82239175,11.01494516,1130277835,9486.678695,1.475137366
85421,-0.274988455,2.403696658,1.338645396,6.217648321,4.605555978,6.559617327,10.65385879,1121823195,43262.8794,0.838622735
97539,1.098661253,6.010281892,4.778768322,1.923299577,0.214591309,8.745351265,7.623822269,1124364784,1068.947102,0.392937538
91450,-0.078433556,0.957017403,5.493471616,0.091134454,1.286051811,7.115213018,10.82274815,1107398126,9161.838448,0.996535881
31618,0.229249904,3.856802088,4.021800266,0.40504096,0.889712339,58.20403651,29.23307423,1109043583,5797.316777,1.043179301
89573,1.334500249,3.789556957,2.238934641,2.026878024,3.684636877,9.453772771,48.0067554,1114387994,33190.77425,0.836357909
60404,-0.692356883,4.064643245,1.130775146,6.143715235,1.675876053,8.882131909,9.193242503,1134195586,12722.29002,0.568006465
22459,-0.027247002,5.047697737,2.946856513,2.78386666,1.384681588,24.00843209,11.5613332,1122081195,10042.56223,1.782989508
34240,-0.894595047,6.226034827,1.588090033,1.873534438,1.001071768,10.44915305,5.887821528,1133889510,6710.681754,1.595255585
61432,-0.634136871,3.536769157,3.863009465,5.737190854,2.137017555,8.235260309,10.62549355,1111135140,17161.7508,2.618378502
32987,0.622721781,4.504671216,2.448716238,4.651514171,0.818197625,6.016864015,10.16958758,1120459694,5226.225527,2.156937445
87940,-1.154782526,5.361997705,0.236488832,3.401559632,3.040351637,7.603829358,17.3050874,1125742208,26351.66302,1.246026202
55997,1.208138383,0.348058488,2.643223736,3.51593992,0.863149797,5.261846558,5.978196508,1130111900,5583.713381,2.189353262
51017,-0.117845332,1.657091795,0.195267719,5.775432086,4.15704954,26.40334216,33.87913696,1133722217,38319.30604,1.586210032
85506,1.295787783,6.138087339,2.767588936,0.865427323,1.254445216,7.792949041,13.64790985,1130494865,8882.851293,2.623269066
35251,-0.167791951,3.408118336,5.953009631,5.897107742,0.750118631,31.190057,9.556431243,1111445821,4694.899938,1.713886736
86960,-0.485739142,2.613262826,1.031523291,0.454408263,0.342607678,5.139852493,7.05652944,1129031293,1828.003757,2.230022841
76830,0.787316645,3.898197344,0.718489743,6.180728667,1.147144744,39.30857805,19.50384155,1118393749,7948.372268,2.441846995
70530,0.452622612,4.11400474,1.232752969,2.704226928,2.607237909,9.1918011,21.51829778,1121805838,21877.36183,0.64894321
10901,0.935374946,5.042220003,3.110180786,3.149081402,1.815335907,5.062243348,15.00146857,1119995369,14042.16502,2.014075808
30695,0.230216899,3.19580729,3.003771078,1.92361395,1.355531554,6.486429844,36.77091805,1130362885,9780.714576,1.521652087
53058,0.179274961,3.683008522,2.249061722,1.016847012,0.681430107,14.60729207,41.76163155,1132390505,4172.010519,2.49366811
50470,0.091757013,4.05771687,2.164687835,3.291729729,1.445313913,20.82061013,5.94262555,1125615423,10591.18343,1.348844009
8228,-0.160115017,4.009067094,4.373977203,3.326453474,0.980011941,6.999999349,29.44970789,1134928341,6535.829387,1.764518926
59390,1.223835908,2.267233536,2.82024866,3.095215269,0.578416212,31.00069846,34.75102437,1118512805,3415.105757,2.667137547
78900,0.623002854,4.049312606,4.034925578,5.081929953,1.970878617,25.68838978,9.525700278,1104223867,15538.34502,1.846511671
24507,-0.267986569,4.031733837,2.77036948,2.240199652,0.803910723,10.26687974,9.124042999,1128032391,5113.693363,2.622127464
20756,-0.369433614,5.349006995,1.396191795,5.626026691,4.77717777,6.389079335,16.51692007,1104882619,45171.72432,0.213102191
16958,-0.36964842,4.96203949,4.77523389,6.191876574,1.721822164,25.75403998,12.35934854,1104658250,13154.74177,0.742830286
33435,-0.212655973,4.431147584,0.161663916,1.345636429,0.980805398,20.89109497,16.62398919,1104324661,6542.39982,1.427381844
54627,0.356333394,5.454820383,3.517502172,6.118077056,1.636569369,7.178399081,24.31027899,1131114205,12354.27796,1.253359333
87782,0.072343847,0.086977453,5.854108299,1.623159542,2.159046739,5.074099975,7.360856538,1111172109,17378.82925,1.191297892
40018,-0.183719096,2.725936124,4.707663955,2.736596421,0.981613209,5.802340161,6.122038437,1117096933,6549.090528,1.514874553
59970,-1.301099078,4.498205798,5.013123647,2.823926998,6.378183663,5.325490294,39.43065244,1108440891,63356.46215,1.192826858
77076,-1.14701691,3.307520579,5.850127844,6.154349861,1.479176465,8.729816525,28.74883235,1122012196,10899.83896,1.297273787
8632,-0.34926006,4.864386911,2.319280762,0.508169099,5.365674608,8.773147748,9.402218726,1135431078,51781.76557,1.234392119
65710,0.129528293,4.280396421,4.93454628,1.698915491,1.194730132,10.71731195,5.396921858,1116506028,8360.311955,1.15399298
48713,-0.160838447,4.765994338,0.070388976,1.217454659,1.654584245,24.56482086,9.892263493,1110524031,12522.71692,2.773690311
71838,-0.493282421,2.544089051,4.706919589,4.385931987,0.787218977,10.91116671,5.528355743,1128481933,4982.902048,1.039002606
31540,0.009874257,0.26495773,2.418359416,1.536396042,0.99823354,9.894614277,49.50966884,1110355464,6687.061467,1.488238917
90664,-0.743125516,6.055858744,1.770773703,2.357876476,2.403849949,8.090557254,8.280284832,1133910014,19817.5156,2.01048448
21385,0.390659935,4.406735462,1.173649693,0.45225758,2.017263121,16.00010705,35.23979952,1125931415,15989.0697,0.871538784
68582,-1.491765323,1.312552792,1.566720766,0.817532528,2.529531148,6.660894286,6.189243014,1118098602,21086.99435,1.828041529
96245,-0.724071307,0.102961015,1.362715203,3.916424242,1.578070933,18.72133447,11.63798521,1127014512,11810.03161,2.00076028
58398,-0.68259246,1.325288649,5.564527194,2.671073841,2.425696656,8.803189304,12.17655294,1111654566,20037.37457,1.619641675
24158,-0.309829755,2.251336648,4.69900728,5.445597585,1.527343482,6.320321159,7.628159235,1116247023,11341.55589,1.434120136
40465,-0.265096817,6.194405817,0.025492149,1.841441634,1.270125984,7.031504831,7.645391313,1127284855,9021.059454,0.295962619
45398,-1.008407165,1.303907652,5.126052025,0.301713791,1.143837193,46.08728903,6.369640464,1114884958,7919.89154,2.429183537
92061,-1.119197924,0.411283439,2.127750931,0.764191533,1.787323156,6.469401396,10.92503897,1105122605,13775.33675,0.829714988
93934,-0.044900846,2.732799235,1.176923709,3.08550406,3.45726883,11.65943611,22.18901869,1115878920,30755.02639,1.762608382
98520,0.35535262,4.973479822,2.07207933,4.156149455,2.188190937,14.02595702,13.07634754,1105373771,17666.64729,2.105921372
30909,0.298668092,1.933964796,2.28925085,2.955636332,2.81294264,5.58137037,13.23687307,1134469133,23988.45465,1.503723207
70355,0.015781533,2.541553149,5.039468294,0.364641486,1.213258432,10.52535007,18.83331413,1104222369,8521.792239,1.478269229
82432,1.26588426,5.283925836,2.049720123,3.264301802,1.941230184,5.825552303,6.643396786,1110404336,15251.31121,0.882677022
26498,0.125888394,0.410897492,5.2010844,1.412774361,4.080704546,22.00501806,8.2388566,1110181094,37484.73803,2.641065365
55,-0.474980836,5.202861661,2.075976855,6.221630779,0.575293554,6.022033128,28.00123502,1110684232,3392.709443,2.630514019
51683,0.708010484,5.793366085,5.569511708,5.665149179,2.094667322,28.09980199,35.07321765,1116304808,16745.59467,1.233801955
83605,-0.011833152,4.398116941,4.22049881,5.430984311,3.664347119,5.444970773,9.313871784,1121857414,32972.50434,1.618212869
8839,-0.109572521,0.562339169,4.67958906,0.644068275,1.046354411,11.11349535,6.299003168,1132831410,7089.817052,1.43198203
24888,0.617968203,3.748904001,4.393821612,0.901954858,3.339147335,10.18342392,11.98251621,1106580615,29498.81417,2.174910796
7550,-0.934451299,4.247952346,2.368496683,0.693942418,0.923837595,29.56581673,23.39145414,1124108560,6074.21202,1.163978829
25351,1.280440917,4.72145601,3.714139809,0.140326641,1.25824732,11.66011943,11.28389933,1111549955,8916.325336,1.656386526
86671,-0.985487763,3.727160015,5.452644493,3.047669253,1.785498497,27.60473355,18.45163459,1133868174,13757.98547,1.458952102
76985,1.35312042,2.4146829,2.495718038,3.609072,1.492642534,10.2988181,12.1519891,1115093514,11023.01743,1.286108838
89529,-0.210132446,3.864239176,4.192587811,2.50944149,0.525189558,7.586956867,5.957523168,1133748384,3038.04475,2.095482832
76758,-0.168713153,4.384451504,2.382268202,5.191687866,0.996721603,5.993562376,18.19577347,1108228710,6674.485845,2.163467153
3808,0.465390331,3.720873837,5.092450914,5.646076537,2.123547555,5.025784045,15.80298333,1111702254,17029.21942,1.566511736
47498,0.956787687,3.688631979,4.39459439,3.982964449,4.720446436,12.60968668,5.564877326,1122296401,44539.74017,2.846839635
45538,-0.800815401,6.008152744,0.812642125,5.521678589,0.83950682,6.656960014,17.15079002,1132018799,5395.051583,2.172511755
18218,-0.990651924,0.361707896,4.228977864,4.738717343,2.310070439,21.14052032,21.78680951,1135211969,18877.77219,1.045585121
42267,0.158424849,4.441597638,0.628872597,2.515343519,1.500599712,8.386712736,38.45142523,1134995404,11095.91914,1.316284571
19999,0.827552985,2.197345451,3.977646438,3.216377495,2.575725062,13.00044828,28.29983477,1120919324,21556.35085,1.406041413
32391,-0.001492096,0.839772355,1.532971199,1.467427951,3.423251304,6.429038445,16.34886724,1114665579,30392.58669,2.060535695
78492,1.177161395,5.864252275,1.240550078,1.778671425,4.148786553,17.58092129,21.11210581,1132243617,38228.87701,2.578979165
44763,0.034318496,2.084170473,2.099100736,3.288681217,2.235106254,26.6368361,6.273140803,1132730176,18131.4389,1.847628925
69627,0.532225682,0.460740191,5.362706535,3.722007093,1.439989033,25.23997285,45.35400125,1134695942,10542.79223,1.051072379
88162,-0.354396912,1.033753172,2.905657498,3.842845784,1.001966035,5.709707966,22.2437038,1113158767,6718.127577,1.380657675
20498,0.121083213,4.361146416,5.583607095,0.362733192,2.176456608,7.565279359,12.5214903,1131894948,17550.67785,1.483240214
73961,-0.850201484,3.595363255,2.67637384,4.960585722,1.441070499,9.093004654,11.33092796,1114736538,10552.61711,1.532210155
89279,-0.296375931,1.226745082,3.381640588,2.824054892,1.664239765,9.820728268,11.98290306,1125767947,12613.1544,1.517450601
27220,-1.298019341,3.976172612,5.243757132,5.421248357,1.004455035,5.713164452,58.46097797,1106933359,6738.860356,2.848526909
9404,-0.440546229,4.37722705,1.156709696,6.143817448,0.219121025,19.38339708,7.125800525,1117655919,1094.387008,1.662008296
65510,0.083844615,1.842846113,6.001591415,5.060266424,2.02588856,11.39384509,37.41605946,1120240485,16073.10422,0.792543406
66064,-0.66207932,0.722195614,1.129216137,4.730387497,4.075864912,7.796167533,17.24561433,1108036803,37431.90513,1.527400175
67094,-0.192260232,3.633585084,0.11696929,2.604655971,0.435255156,9.154811364,12.82485383,1118495940,2424.925614,1.92407708
7727,-0.820227408,0.940581659,4.983108698,1.258780362,2.827812875,14.46792668,12.56621814,1117603489,24142.07394,1.241472014
89207,-0.270827532,4.921844149,3.101002675,4.897540203,1.491154568,13.09560213,9.522647653,1128763529,11009.39449,1.38567291
17503,-0.19500218,0.371551672,3.034295281,5.230248484,3.325886794,13.73320473,10.68696483,1122776083,29358.20018,0.73773346
5412,0.303609259,3.383904765,2.842443608,5.239930488,3.600728645,21.44408185,20.88584479,1125037475,32289.25564,0.886083734
44011,0.490447007,1.356713263,3.908798339,5.222603687,1.832881891,8.187283804,33.66989205,1116298024,14209.71652,1.157220095
